Title,Link,Country,Keywords,Sentiment Score,Sentiment,Impact on Country
Defence24.com Geopolitics,https://defence24.com/geopolitics,Unknown,"Spend Hundreds, Geopolitics, Munitions, Spend, Hundreds",-0.647157608,Negative,Likely Negative
Defence24.com Industry,https://defence24.com/industry,Unknown,Industry,0.374060422,Positive,Likely Positive
Defence24.com Legislation,https://defence24.com/legislation,Unknown,Legislation,0.374060422,Positive,Likely Positive
East Front News,https://defence24.com/east-front-news,Unknown,"East Front, Front, East",0.374060422,Positive,Likely Positive
Leading defence news hub,https://defence24.com/?newsletter,Unknown,"INTERVIEW, Leading defence, including opening, Poland, production plant",0.498349518,Positive,Likely Positive
Karta Mundurowa,http://kartamundurowa.pl,Unknown,"Mundurowa Szanowny, Szanowny Użytkowniku, Karta Mundurowa, internetowe Wydawnictwa, Użytkowniku Uprzejmie",-0.496620983,Negative,Likely Negative
"Wojsko, przemysł, wiadomości, wojna na Ukrainie",https://defence24.pl,Unknown,"Ukrainie Trumpowy, Trumpowy Pentagon, Wojsko, przemysł, wiadomości",-0.496194512,Negative,Likely Negative
Portal o energetyce,https://energetyka24.com,Unknown,"energetyce Wodowanie, Wodowanie patrolowca, patrolowca fińskiej, Wodowanie, Portal",-0.487710506,Negative,Likely Negative
O cyberbezpieczeństwie,https://cyberdefence24.pl,Unknown,"cyberbezpieczeństwie Dziecinada, IMGW, Dziecinada, dlaczego, Instytut nie",-0.494656831,Negative,Likely Negative
"Kosmonautyka, nauka, edukacja, bezpieczeństwo kosmiczne",https://space24.pl,Unknown,"Kosmonautyka, nauka, edukacja, bezpieczeństwo kosmiczne, liczyć funkcjonariusze",-0.493606716,Negative,Likely Negative
InfoSecurity24 - bezpieczeństwo wewnętrzne i służby mundurowe,https://infosecurity24.pl/,Unknown,"mundurowe Masowcem, bezpieczeństwo wewnętrzne, służby mundurowe, Masowcem, bezpieczeństwo",-0.493993491,Negative,Likely Negative
Defence24.pl,https://www.facebook.com/Defence24,Unknown,No Keywords,0.374060422,Positive,Likely Positive
x.com,https://twitter.com/Defence24pl,Unknown,x.com,0.374060422,Positive,Likely Positive
"LinkedIn Login, Sign in",https://www.linkedin.com/company/79816045/,Unknown,"LinkedIn Login, address Click, LinkedIn account, one-time link, ’ve emailed",-0.49860695,Negative,Likely Negative
Defence24,https://www.youtube.com/channel/UCuplbqzQAj5HP0Hab5e4vsA,Unknown,No Keywords,0.374060422,Positive,Likely Positive
Search,https://www.popularmechanics.com/search/,Unknown,Search,0.374060422,Positive,Likely Positive
"The Best New Science, Military, and DIY Stories From Pop Mech Pro",https://www.popularmechanics.com/about/a40180523/pop-mech-pro-membership-news-benefits/,Unknown,"Pop Mech, Mech Pro, Mech, DIY Stories, Pro Pop",0.989177835,Positive,Likely Positive
Popular Mechanics All Access Membership,https://shop.popularmechanics.com/popular-mechanics-all-access-2.html?cds_tracking_code=poppanelnav,Unknown,"Access Membership, Membership Information, Popular Mechanics, dark matter, Proving",-0.152147567,Negative,Likely Negative
"How-To Tips, Product Reviews, and Home Improvement Ideas",https://www.popularmechanics.com/home/,Unknown,"Product Reviews, Chain Sale, How-To Tips, Home Improvement, Improvement Ideas",-0.499433219,Negative,Likely Negative
Best Power Tools for the Home,https://www.popularmechanics.com/home/tools/,Unknown,"Garage Heaters, Space Heaters, Chain Sales, Work Boots, Tire Chain",0.021903045,Neutral,Likely Positive
Latest Car Reviews and Test Drives,https://www.popularmechanics.com/cars/,Unknown,"Carbon Footprint, Car Reviews, Test Drives, Hearst Autos, Drives Created",-0.268058816,Negative,Likely Negative
Latest Tech News & Industry Updates,https://www.popularmechanics.com/technology/,Unknown,"Industry Updates, Accurate Clock, Latest Tech, Industry, Made",0.499186754,Positive,Likely Positive
Latest Military Technology and Advancements,https://www.popularmechanics.com/military/,Unknown,"Tic Tac’, Military Technology, Shaped UFO, Latest Military, Navy Sailors",-0.41999597,Negative,Likely Negative
"Exploring Energy, the Earth, and Math",https://www.popularmechanics.com/science/,Unknown,"Cheek Piercings, Exploring Energy, Ancient People, Energy, Earth",0.33931011,Positive,Likely Positive
"Camping, Hiking, and Survival Gear",https://www.popularmechanics.com/adventure/,Unknown,"Survival Gear, Hunting Ground, Ground Blinds, Hiking, Camping",0.817661013,Positive,Likely Positive
"Movie, TV, and Video Game Reviews",https://www.popularmechanics.com/culture/,Unknown,"Dahlia Case, Video Game, Game Reviews, Evidence Revive, Black Dahlia",-0.008474311,Neutral,Likely Negative
Latest Developments in Flight,https://www.popularmechanics.com/flight/,Unknown,"Biggest Planes, Malaysian Airlines, Airlines Flight, Latest Developments, Biggest",0.498272806,Positive,Likely Positive
"Mars, the Solar System, and Rockets",https://www.popularmechanics.com/space/,Unknown,"Solar System, Rockets Scientists, Mars, System, Rings",-0.40256229,Negative,Likely Negative
Best Gear & Gadget Gifts for Holiday 2025,https://www.popularmechanics.com/holiday-gift-guide/,Unknown,"Rooftop Cargo, Cargo Carriers, Tool Kits, Facial Hair, Board Games",0.996621761,Positive,Likely Positive
Sales & Deals Deals 2025,https://www.popularmechanics.com/sales-and-deals/,Unknown,"Deals Deals, Solitude, Sales, Shed, Peace",0.647711433,Positive,Likely Positive
Stories,https://www.popularmechanics.com/interactive/stories/,Unknown,Stories,0.374060422,Positive,Likely Positive
Promotions,https://www.popularmechanics.com/promotions/,Unknown,"Laptop Deals, Stro, Laptop, Deals, Promotions",-0.083896671,Negative,Likely Negative
Popular Mechanics Shop,https://shop.popularmechanics.com/?source=pop_hamburger,Unknown,"Mechanics Shop, Popular Mechanics, Shop JavaScript, browser, Mechanics",-0.12073484,Negative,Likely Negative
"Product Reviews, How-To, Space, Military, Math, Science, and New Technology",https://www.popularmechanics.com/#follow,Unknown,"Easy Steps, Warp Drive, Product Reviews, Presidents’ Day, Day Sales",-0.012100152,Neutral,Likely Negative
Popular Mechanics Newsletter: Sign Up for Free,https://popularmechanics.com/email/popularmechanics-newsletter,Unknown,"SOUNDS GOOD, Mechanics Newsletter, Free Email, Popular Mechanics, Privacy Notice",0.787317279,Positive,Likely Positive
My Bookmarks,https://www.popularmechanics.com/my-stuff/,Unknown,Bookmarks,0.374060422,Positive,Likely Positive
Your Privacy Choices,https://www.popularmechanics.com/about/a42158909/do-not-sell-my-personal-information/,Unknown,"Privacy Choices, Privacy, Choices, party, content",-0.298448887,Negative,Likely Negative
"Product Reviews, How-To, Space, Military, Math, Science, and New Technology",https://www.popularmechanics.com/#main-content,Unknown,"Easy Steps, Warp Drive, Product Reviews, Presidents’ Day, Day Sales",-0.012100152,Neutral,Likely Negative
"Product Reviews, How-To, Space, Military, Math, Science, and New Technology",https://www.popularmechanics.com/,Unknown,"Easy Steps, Warp Drive, Product Reviews, Presidents’ Day, Day Sales",-0.012100152,Neutral,Likely Negative
"How-To Tips, Product Reviews, and Home Improvement Ideas",https://www.popularmechanics.com/home/,Unknown,"Product Reviews, Chain Sale, How-To Tips, Home Improvement, Improvement Ideas",-0.499433219,Negative,Likely Negative
"News: Latest in Science, Space, Math and More",https://www.popularmechanics.com/news/,Unknown,"Yellowstone Hot, Hot Springs, Kickstarted Life, Space, Latest",0.44207418,Positive,Likely Positive
"Exploring Energy, the Earth, and Math",https://www.popularmechanics.com/science/,Unknown,"Cheek Piercings, Exploring Energy, Ancient People, Energy, Earth",0.33931011,Positive,Likely Positive
Latest Military Technology and Advancements,https://www.popularmechanics.com/military/,Unknown,"Tic Tac’, Military Technology, Shaped UFO, Latest Military, Navy Sailors",-0.41999597,Negative,Likely Negative
"The Best New Science, Military, and DIY Stories From Pop Mech Pro",https://www.popularmechanics.com/about/a40180523/pop-mech-pro-membership-news-benefits/,Unknown,"Pop Mech, Mech Pro, Mech, DIY Stories, Pro Pop",0.989177835,Positive,Likely Positive
Latest Tech News & Industry Updates,https://www.popularmechanics.com/technology/,Unknown,"Industry Updates, Accurate Clock, Latest Tech, Industry, Made",0.499186754,Positive,Likely Positive
Popular Mechanics All Access Membership,https://shop.popularmechanics.com/popular-mechanics-all-access-2.html?cds_tracking_code=poptopnav,Unknown,"Access Membership, Membership Information, Popular Mechanics, dark matter, Proving",-0.152147567,Negative,Likely Negative
Loading,https://www.popularmechanics.com/auth/csrf?action=login&return_url=https://www.popularmechanics.com/,Unknown,Loading,0.374060422,Positive,Likely Positive
Popular Mechanics Newsletter: Sign Up for Free,https://www.popularmechanics.com/email/popularmechanics-newsletter,Unknown,"SOUNDS GOOD, Mechanics Newsletter, Free Email, Popular Mechanics, Privacy Notice",0.787317279,Positive,Likely Positive
"Your Consciousness Can Reach Back in Time to Shape the Past, a New Theory Suggests",https://www.popularmechanics.com/science/a63788081/consciousness-retrocausality/,Unknown,"Theory Suggests, Reach Back, early age, Time, Reach",-0.349060338,Negative,Likely Negative
Five U.S. Navy Sailors Saw the Glowing ‘Tic Tac’﻿-Shaped UFO. They Told Us Exactly What They Witnessed.,https://www.popularmechanics.com/military/research/a63549222/navy-ufo-witnesses-nimitz-encounter/,Unknown,"Tic Tac’, Shaped UFO, Navy Sailors, Glowing, Tic",0.9803806,Positive,Likely Positive
Trump Says Russia Stole America’s Hypersonic Missile Secrets. Here’s the Truth.,https://www.popularmechanics.com/military/weapons/a63757791/did-russia-steal-american-hypersonic-missile-secrets/,Russia,"Stole America, Missile Secrets, Hypersonic, Hypersonic Missile, Russia",-0.521951399,Negative,Likely Negative
Aliens Could Be All Around Us—But We’re Totally Unprepared for ‘First Contact’,https://www.popularmechanics.com/science/a63771409/first-contact-with-aliens/,Unknown,"Totally Unprepared, ’re Totally, science fiction, top secret, popular themes",0.890348304,Positive,Likely Positive
Are We on the Verge of an Arms Race in Space?,https://www.popularmechanics.com/space/a62998421/escalating-arms-race-in-space/,Unknown,"Arms Race, Pacific Ocean, Verge, Arms, Race",0.582099453,Positive,Likely Positive
Pop Projects,https://www.popularmechanics.com/pop-projects/,Unknown,"Mech Pro, Pop Mech, Pop Projects, Projects Pop, Pro Pop",0.414269269,Positive,Likely Positive
How to Live Forever: The Science That May Help Us Achieve Immortality,https://www.popularmechanics.com/science/a60825360/how-to-live-forever/,Unknown,"Achieve Immortality, Live Forever, Live, Science, Achieve",0.980563664,Positive,Likely Positive
DeWalt Presidents’ Day Sales 2025: Save Up to 48% Off Power Tools,https://www.popularmechanics.com/home/tools/g63698098/dewalt-presidents-day-sale-2025/,Unknown,"Presidents’ Day, Day Sales, Power Tools, improvement projects, winter storms",0.993561142,Positive,Likely Positive
Apple Presidents' Day Sales 2025: Best Apple Deals to Shop Now,https://www.popularmechanics.com/technology/gadgets/g63677893/apple-presidents-day-sale-2025/,Unknown,"Gear-obsessed editors, editors choose, Presidents' Day, Apple, Shop",0.931378031,Positive,Likely Positive
Presidents’ Day Generator Sales 2025: Save on Backup Power,https://www.popularmechanics.com/home/tools/a63689177/presidents-day-generator-sales-2025/,Unknown,"Gear-obsessed editors, Power Gear-obsessed, Presidents’ Day, editors choose, Power",0.063935459,Positive,Likely Positive
"Presidents’ Day TV Sales 2025: Get Up 40% Off Great Screens From LG, Samsung, TCL, and More",https://www.popularmechanics.com/technology/g63675493/presidents-day-tv-sales-2025/,Unknown,"Presidents’ Day, Great Screens, important time, Day, Super Bowl",0.990028968,Positive,Likely Positive
Latest Military Technology and Advancements,https://www.popularmechanics.com/military/,Unknown,"Tic Tac’, Military Technology, Shaped UFO, Latest Military, Navy Sailors",-0.41999597,Negative,Likely Negative
China Has Unlocked the Secret to Winning the Aircraft Carrier Race—And That’s a Direct Threat to America,https://www.popularmechanics.com/military/navy-ships/a63706058/china-vs-america-aircraft-carriers/,China,"Direct Threat, Carrier Race, Aircraft Carrier, Navy aircraft, USS Eisenhower",0.640841622,Positive,Likely Positive
"Israel's Iron Dome Is Nearly Unstoppable—America Wants One, Too",https://www.popularmechanics.com/military/weapons/a63654222/iron-dome-us/,Unknown,"Iron Dome, Gaza Strip, Ashkelon met, Israeli city, Gaza War",-0.232659401,Negative,Likely Negative
"In the Race to Develop a Hypersonic Jet, Did China Just Reclaim the Lead?",https://www.popularmechanics.com/flight/a63446002/china-hypersonic-jet/,China,"China, Gobi Desert, South China, China Morning, Lead",0.409185493,Positive,Likely Positive
"Cocaine, a Soviet Submarine, and a Con Man Named Tarzan",https://www.popularmechanics.com/culture/a62953473/operation-odessa-drug-smuggling-submarine/,Unknown,"Tarzan Ludwig, Named Tarzan, Con Man, Man Named, feet tall",-0.888264774,Negative,Likely Negative
Two New Chinese Sixth-Gen Fighter Jets Have Emerged in a Direct Challenge to U.S. Air Superiority,https://www.popularmechanics.com/military/aviation/a63360888/china-sixth-gen-fighters/,Unknown,"Air Superiority, Direct Challenge, Superiority China, premier jet, jet fighter",-0.030470185,Neutral,Likely Negative
FBI Raids Blogger Joerg Arnu,https://www.popularmechanics.com/military/aviation/a63496985/area-51-raid-joerg-arnu/,Unknown,"quiet November, November morning, Blogger Joerg, Raids Blogger, Joerg Arnu",0.746493673,Positive,Likely Positive
Latest Tech News & Industry Updates,https://www.popularmechanics.com/technology/,Unknown,"Industry Updates, Accurate Clock, Latest Tech, Industry, Made",0.499186754,Positive,Likely Positive
Latest Tech News & Industry Updates,https://www.popularmechanics.com/technology/,Unknown,"Industry Updates, Accurate Clock, Latest Tech, Industry, Made",0.499186754,Positive,Likely Positive
The 6 Best HDTV Antennas of 2025,https://www.popularmechanics.com/technology/gadgets/g3233/best-hdtv-antennas/,Unknown,"era defined, online cable, HDTV Antennas, HDTV, Sling",0.947131208,Positive,Likely Positive
The 6 Best Slide Viewers 2025 – Slide Reviewers Reviewed,https://www.popularmechanics.com/technology/gadgets/g63757345/best-slide-viewer/,Unknown,"Reviewers Reviewed, Reviewed Stashed, Slide Reviewers, slide viewer, Slide",-0.035002756,Neutral,Likely Negative
The 2024 Motorola Razr Is On Sale for Nearly 40% Off,https://www.popularmechanics.com/technology/gear/a63756057/motorola-razr-sales-amazon-february-2025/,Unknown,"Motorola Razr, Razr, Stanley Kubrick, Androids, Blackberries",0.976480389,Positive,Likely Positive
The 9 Best Metal Detectors of 2025,https://www.popularmechanics.com/technology/gear/a32968255/best-metal-detectors/,Unknown,"Gear-obsessed editors, Metal Detectors, Gear-obsessed, Metal, editors choose",0.973403561,Positive,Likely Positive
"Exploring Energy, the Earth, and Math",https://www.popularmechanics.com/science/,Unknown,"Cheek Piercings, Exploring Energy, Ancient People, Energy, Earth",0.33931011,Positive,Likely Positive
This NASA Scientist Is Developing a Spacecraft for Interstellar Travel. Is It the Warp Drive We’ve Been Waiting For?,https://www.popularmechanics.com/science/a63799637/warp-drive-interstellar/,Unknown,"Interstellar Travel, NASA Scientist, Warp Drive, Travel, Developing",0.897544763,Positive,Likely Positive
"To Unlock Limitless Energy, Scientists Needed a Secret Ingredient—And They May Have Just Found It",https://www.popularmechanics.com/science/energy/a63788823/nuclear-fusion-tokamak-superconductor/,China,"Scientists Needed, Secret Ingredient, Chinese Academy, Unlock Limitless, China successfully",0.967207481,Positive,Likely Positive
Scientists Used Yellowstone Hot Springs to Study the Moment That Kickstarted Life on Earth,https://www.popularmechanics.com/science/animals/a63775723/yellowstone-microbes-great-oxidation-event/,Unknown,"Kickstarted Life, Gear-obsessed editors, Earth Gear-obsessed, editors choose, Yellowstone National",0.967520121,Positive,Likely Positive
"An Ancient Burial Ground Has Been Preserved Under an Alpine City for More than 2,000 Years",https://www.popularmechanics.com/science/archaeology/a63774037/ancient-burial-ground-alpine-city/,Italy,"Italian Alpine, Years Archaeologists, Alpine City, Burial Ground, Archaeologists discovered",0.136830927,Positive,Likely Positive
"Mars, the Solar System, and Rockets",https://www.popularmechanics.com/space/,Unknown,"Solar System, Rockets Scientists, Mars, System, Rings",-0.40256229,Negative,Likely Negative
These Black Holes Are So Ancient They Shouldn’t Even Exist,https://www.popularmechanics.com/space/a63754725/ancient-black-holes/,Unknown,"Black Holes, Space Telescope, James Webb, Webb Space, supermassive black",-0.172770436,Negative,Likely Negative
"Scientists Just Discovered ‘Quipu,’ the New Largest Structure in Our Cosmos",https://www.popularmechanics.com/space/deep-space/a63742272/quipu-superstructure/,Unknown,"explore deep, deep space, ever-shrinking importance, Quipu, Largest Structure",0.877566904,Positive,Likely Positive
This Company is Getting Close to Catapulting a Satellite Into Space,https://www.popularmechanics.com/space/satellites/a63667536/spinlaunch-satellite-catapult/,Unknown,"Space Space, Space, Space company, Close, Catapulting",-0.813324967,Negative,Likely Negative
An Asteroid Sample Just Changed What We Know About Life in Our Solar System,https://www.popularmechanics.com/space/solar-system/a63627693/bennu-life/,Unknown,"Gear-obsessed editors, Solar System, System Gear-obsessed, editors choose, Solar",0.055650382,Positive,Likely Positive
Popular Mechanics All Access Membership,https://shop.popularmechanics.com/popular-mechanics-all-access-2.html,Unknown,"Access Membership, Membership Information, Popular Mechanics, dark matter, Proving",-0.152147567,Negative,Likely Negative
How Aerial Firefighters Navigate Increasingly Challenging Wildfire Blazes,https://www.popularmechanics.com/science/environment/a61059197/aerial-firefighting/,Canada,"Navigate Increasingly, Increasingly Challenging, Blazes Brad, Challenging Wildfire, Wildfire Blazes",0.889187175,Positive,Likely Positive
Latest Developments in Flight,https://www.popularmechanics.com/flight/,Unknown,"Biggest Planes, Malaysian Airlines, Airlines Flight, Latest Developments, Biggest",0.498272806,Positive,Likely Positive
Amazon December Drone Sale 2024: Save Hundreds on Popular Models in Time for the Holidays,https://www.popularmechanics.com/flight/drones/a63214759/drones-sale-amazon-december-2024/,Unknown,"Save Hundreds, Amazon December, Popular Models, December Drone, enticing piece",0.981527851,Positive,Likely Positive
A Mysterious Image Was Supposed to Be Amelia Earhart’s Plane. Searchers Found Only an Illusion.,https://www.popularmechanics.com/flight/a62908037/amelia-earhart-lost-plane-ocean-discovery/,Unknown,"Mysterious Image, Amelia Earhart, Sea Vision, Deep Sea, Sea",-0.025887204,Neutral,Likely Negative
Russia's Supersonic Jet Rivaled the Concorde. Then It Crashed.,https://www.popularmechanics.com/flight/a61857772/russia-built-a-stunning-rival-to-the-supersonic-concordeand-then-it-fell-from-the-sky/,Russia,"Jet Rivaled, Russia Supersonic, flight test, Supersonic Jet, Soviet Union",0.771881336,Positive,Likely Positive
JFK Jr. Was a Capable Pilot. Invisible Illusions Doomed His Final Flight.,https://www.popularmechanics.com/flight/a60949470/john-f-kennedy-jr-plane-crash-spatial-disorientation/,Unknown,"Capable Pilot, Kennedy, Final Flight, Illusions Doomed, JFK",-0.96089409,Negative,Likely Negative
Scientists Are Testing Air Taxis That Make You Feel Like You're Gliding,https://www.popularmechanics.com/flight/a61455298/scientists-are-testing-air-taxis-make-you-feel-like-youre-gliding/,Unknown,"Gliding NASA, air taxi, research team, NASA, Air",0.964220289,Positive,Likely Positive
Planes You Need to Know About,https://www.popularmechanics.com/badass-plane/,Unknown,"Super Guppy, Badass Plane, Super, Guppy, Badass",-0.128324047,Negative,Likely Negative
Why the F-15EX Is Such a Badass Plane,https://www.popularmechanics.com/military/aviation/a45999684/f-15ex-fighter-jet-history/,Unknown,"Air Force, Badass Plane, Plane Boeing, vastly experienced, chief pilot",0.95650028,Positive,Likely Positive
"Why the Leopard 2 Is Such a Badass Tank: History, Specs, and More",https://www.popularmechanics.com/military/weapons/a41713287/why-the-leopard-2-is-a-badass-tank/,Germany,"Leopard, Badass Tank, Kampfpanzer Leopard, n’t American, big cat",0.971664075,Positive,Likely Positive
Why the B-52 Is Such a Badass Plane,https://www.popularmechanics.com/military/aviation/a30502317/b-52-badass-plane/,Unknown,"Diamond Lil, Christmas Eve, Badass Plane, world prepared, Thai Nguyen",-0.836491464,Negative,Likely Negative
Why the C-5 Galaxy Is Such a Badass Plane,https://www.popularmechanics.com/military/aviation/a22130434/c5-badass-plane/,United States,"Badass Plane, largest planes, largest military, worth celebrating, military transport",0.914931113,Positive,Likely Positive
Latest Physics News,https://www.popularmechanics.com/physics/,Unknown,"Pop Mech, Mech Pro, Latest Physics, Holes Collide, Matter",-0.856361142,Negative,Likely Negative
Latest Physics News,https://www.popularmechanics.com/physics/,Unknown,"Pop Mech, Mech Pro, Latest Physics, Holes Collide, Matter",-0.856361142,Negative,Likely Negative
"You Live Inside a Simulation, Some Scientists Claim—But You Can Hack It to Transform Your Reality",https://www.popularmechanics.com/science/a63237876/we-live-in-a-simulation/,Unknown,"Black Mirror, USS Callister, show Black, Scientists Claim, digital spaceship",-0.173670964,Negative,Likely Negative
"You Can Warp Time, Stanford Professor Says",https://www.popularmechanics.com/science/a63214888/neural-relativitiy/,Unknown,"Warp Time, sci-fi epic, black hole, water-covered planet, planet orbiting",0.114696431,Positive,Likely Positive
Scientists Want to Teleport a Whole Human. A Quantum Breakthrough Could Make It Reality.,https://www.popularmechanics.com/technology/a62776863/quantum-teleportation-breakthrough/,Unknown,"Human, Teleport, Review Letters, Quantum, Scientists",0.916486801,Positive,Likely Positive
Scientists Are Building the World’s Most Accurate Clock. It Could Be a Turning Point for Humanity.,https://www.popularmechanics.com/technology/a62884788/nuclear-clocks/,Unknown,"Turning Point, Building, World, Accurate Clock, nuclear clock",0.925676787,Positive,Likely Positive
Recent Developments in Mathematics,https://www.popularmechanics.com/science/math/,Unknown,"Periodic Table, Helping Build, Find Boat, Boat Load, Scientists Find",-0.014772997,Neutral,Likely Negative
Two Teens Used Trigonometry to Prove the Pythagorean Theorem After So Many Experts Couldn't,https://www.popularmechanics.com/science/math/a63195890/pythagorean-theorem-proofs/,Unknown,"Pythagorean Theorem, professional mathematicians, Theorem, Pythagorean, Trigonometry",0.762250932,Positive,Likely Positive
Mathematicians Casually Discovered Two New Infinities,https://www.popularmechanics.com/science/math/a63121596/exacting-cardinal-infinities/,Unknown,"Casually Discovered, Mathematicians Casually, including multiple, Infinities, Casually",0.109841289,Positive,Likely Positive
"Mathematicians Solved a Notorious Old Problem, Shaking Up Abstract Algebra",https://www.popularmechanics.com/science/math/a62945966/math-brauer-problem-solved-algebra/,Unknown,"simpler matrices, Mathematicians Solved, Abstract Algebra, Shaking, Representation theory",0.221955024,Positive,Likely Positive
A New Formula for Pi Is Here. And It’s Pushing Scientific Boundaries.,https://www.popularmechanics.com/science/math/a61613837/new-quantum-pi-formula-revolutionizes-math/,Unknown,"Scientific Boundaries, Pushing Scientific, Formula, model, quantum mechanics",-0.085094696,Negative,Likely Negative
"How-To Tips, Product Reviews, and Home Improvement Ideas",https://www.popularmechanics.com/home/,Unknown,"Product Reviews, Chain Sale, How-To Tips, Home Improvement, Improvement Ideas",-0.499433219,Negative,Likely Negative
Best Security Items for Your Home 2025- Best Security Devices,https://www.popularmechanics.com/home/a63704126/home-security-product-guide/,Unknown,"Gear-obsessed editors, Devices Gear-obsessed, editors choose, Gear-obsessed, Security",0.002580787,Neutral,Likely Positive
The 7 Best Work Boots of 2025 — Safety-Toe Work Boots,https://www.popularmechanics.com/home/tools/a28577924/work-boots/,Unknown,"Work Boots, Boots Today, Work, Boots, Safety-Toe Work",0.99579057,Positive,Likely Positive
Are “Budget” Tire Inflators Worth the Money You Save?,https://www.popularmechanics.com/technology/gear/a63363759/budget-tire-inflators-comparison/,Unknown,"tire inflator, Tire, Save, Portable Tire, Money",-0.007340357,Neutral,Likely Negative
How to Use a Portable Jump Starter in 2025,https://www.popularmechanics.com/technology/a62546539/how-to-use-a-portable-jump-starter/,Unknown,"Portable Jump, Jump Starter, dead battery, Jump, car",0.105943369,Positive,Likely Positive
"AI, Language Learning Models, Machine Intelligence",https://www.popularmechanics.com/artificial-intelligence,Unknown,"Cocktail World, Language Learning, Learning Models, Machine Intelligence, Changing",0.498235285,Positive,Likely Positive
This Breathing Technique Can Help You Unlock an Altered State of Consciousness,https://www.popularmechanics.com/science/health/a63577447/holotropic-breathwork-psychedelic/,Unknown,"Holotropic Breathwork, Consciousness Author, Author James, James Nestor, Breathing Technique",0.733682696,Positive,Likely Positive
This Doctor Says He Knows How the Brain Creates Consciousness. New Evidence Suggests He’s On to Something.,https://www.popularmechanics.com/science/a63186374/consciousness-microtubules/,Unknown,"Creates Consciousness, Brain Creates, Consciousness, Evidence Suggests, Hameroff",-0.604736281,Negative,Likely Negative
"Ancient Egyptians Got High to Seek Transcendence Through Altered States of Consciousness, Archaeologists Say",https://www.popularmechanics.com/science/archaeology/a63138306/ancient-egyptians-got-high-with-bes-mugs/,Unknown,"Seek Transcendence, Altered States, Ancient Egyptians, years ago, thousand years",-0.015571424,Neutral,Likely Negative
"Alien Civilizations May Have Already Formed a New Kind of AI-Based Consciousness, Scientists Say",https://www.popularmechanics.com/science/a62990282/post-biological-ai-aliens/,Unknown,"AI-Based Consciousness, Consciousness, artificial intelligence, Formed, Kind",-0.002303732,Neutral,Likely Negative
"Your Consciousness Can Enter Alternate Dimensions While You’re Dreaming, Scientist Claims",https://www.popularmechanics.com/science/a62639294/your-consciousness-enters-other-dimensions-while-dreaming/,Unknown,"Scientist Claims, Enter Alternate, Alternate Dimensions, ’re Dreaming, feeling euphoric",0.885882795,Positive,Likely Positive
"Movie, TV, and Video Game Reviews",https://www.popularmechanics.com/culture,Unknown,"Dahlia Case, Video Game, Game Reviews, Evidence Revive, Black Dahlia",-0.008474311,Neutral,Likely Negative
"Movie, TV, and Video Game Reviews",https://www.popularmechanics.com/culture,Unknown,"Dahlia Case, Video Game, Game Reviews, Evidence Revive, Black Dahlia",-0.008474311,Neutral,Likely Negative
A Scientist Grew a Groundbreaking New ‘Mutant’ Form of Magic Mushroom,https://www.popularmechanics.com/science/a63693977/snowball-magic-mushroom/,Unknown,"Scientist Grew, Mutant’ Form, cap common, Mushroom, Magic Mushroom",0.839956178,Positive,Likely Positive
Locals Believe a Pub in the English Countryside Is Haunted. We Tagged Along With Ghost Hunters to Uncover the Truth.,https://www.popularmechanics.com/culture/a62990353/paranormal-investigation-sparkford-inn/,United Kingdom,"English Countryside, dining room, Ghost Hunters, Haunted, Pub",-0.617596954,Negative,Likely Negative
The Beale Ciphers: These Amateur Sleuths May Have Cracked the Code,https://www.popularmechanics.com/adventure/a62954493/treasure-hunt-beale-ciphers/,Unknown,"Amateur Sleuths, Philadelphia mansion, Beale Ciphers, lies hidden, Norfolk Southern",0.91700065,Positive,Likely Positive
"Hurricanes Are Growing More Destructive, But America Has a Secret Weapon to Spy on Them",https://www.popularmechanics.com/flight/a62872554/hurricane-hunting-airplanes/,United States,"Secret Weapon, Destructive, July, early morning, morning hours",-0.16394766,Negative,Likely Negative
Popular Mechanics All Access Membership,https://shop.popularmechanics.com/popular-mechanics-all-access-2.html,Unknown,"Access Membership, Membership Information, Popular Mechanics, dark matter, Proving",-0.152147567,Negative,Likely Negative
The North Sea Is a Graveyard of Unexploded Bombs. Can Scientists Defuse the Threat Before It’s Too Late?,https://www.popularmechanics.com/science/a63394941/north-sea-unexploded-munitions/,Germany,"Unexploded Bombs, North Sea, Scientists Defuse, Sea, North",0.051678993,Positive,Likely Positive
The World’s Toughest Row,https://www.popularmechanics.com/adventure/outdoors/a63147521/great-transatlantic-row-across-atlantic-ocean/,Unknown,"Western Sahara, Toughest Row, nautical miles, moonless sky, dim glow",-0.887437487,Negative,Likely Negative
Avenging the Concorde: Inside NASA’s Quest to Break the Sound Barrier and Hush the Sonic Boom,https://www.popularmechanics.com/flight/a63384119/nasa-x-59-supersonic-flight/,Unknown,"Inside NASA, Sound Barrier, sonic booms, commercial aviation, Sonic",-0.40455944,Negative,Likely Negative
America Is Building the World's Biggest Battery—And It Will Run on Rust,https://www.popularmechanics.com/science/energy/a63159626/maine-worlds-biggest-battery/,Unknown,"Pine Tree, Tree State, World Biggest, glassy lakes, Biggest Battery",0.915102333,Positive,Likely Positive
Conspiracy Theories: Uncover the Facts and Fictions,https://www.popularmechanics.com/conspiracy-theories/,Unknown,"Ness Monster, Conspiracy Theories, Loch Ness, Theories, Uncover",-0.406179756,Negative,Likely Negative
