Country,Trade Type,Partner Country,Value (Million USD),Year
uganda,Export,India,$728.43M,2023
uganda,Export,South Sudan,$536.46M,2023
uganda,Export,Congo,$410.87M,2023
uganda,Export,Hong Kong,$321.94M,2023
uganda,Export,Rwanda,$280.22M,2023
uganda,Export,Italy,$260.61M,2023
uganda,Export,Germany,$212.69M,2023
uganda,Export,Tanzania,$169.42M,2023
zambia,Export,Switzerland,$4.32B,2023
zambia,Export,China,$1.85B,2023
zambia,Export,Congo,$1.60B,2023
zambia,Export,Singapore,$561.78M,2023
zambia,Export,South Africa,$391.00M,2023
zambia,Export,Zimbabwe,$297.09M,2023
zambia,Export,Botswana,$179.75M,2023
zambia,Export,Namibia,$148.55M,2023
zambia,Export,Tanzania,$138.03M,2023
zambia,Export,Malawi,$135.93M,2023
zimbabwe,Export,South Africa,$2.23B,2023
zimbabwe,Export,United Arab Emirates,$1.91B,2023
zimbabwe,Export,China,$1.28B,2023
zimbabwe,Export,Mozambique,$397.70M,2023
zimbabwe,Export,Belgium,$210.74M,2023
zimbabwe,Export,Hong Kong,$171.03M,2023
zimbabwe,Export,Zambia,$142.36M,2023
zimbabwe,Export,Netherlands,$69.55M,2023
zimbabwe,Export,Vietnam,$52.98M,2023
zimbabwe,Export,Italy,$50.10M,2023
afghanistan,Export,India,$410.14M,2019
afghanistan,Export,Pakistan,$298.64M,2019
afghanistan,Export,China,$31.00M,2019
afghanistan,Export,Turkey,$25.15M,2019
afghanistan,Export,United Arab Emirates,$24.94M,2019
afghanistan,Export,Iran,$15.05M,2019
afghanistan,Export,Iraq,$14.50M,2019
afghanistan,Export,Germany,$11.70M,2019
afghanistan,Export,Saudi Arabia,$9.43M,2019
afghanistan,Export,Tajikistan,$5.08M,2019
armenia,Export,United Arab Emirates,$5.25B,2024
armenia,Export,Russia,$3.12B,2024
armenia,Export,Hong Kong,$1.76B,2024
armenia,Export,China,$1.10B,2024
armenia,Export,Iraq,$246.14M,2024
armenia,Export,Georgia,$155.37M,2024
armenia,Export,Netherlands,$134.03M,2024
armenia,Export,Belgium,$120.25M,2024
armenia,Export,Belarus,$114.86M,2024
armenia,Export,Switzerland,$111.62M,2024
azerbaijan,Export,Italy,$10.88B,2024
azerbaijan,Export,Turkey,$3.82B,2024
azerbaijan,Export,Russia,$1.18B,2024
azerbaijan,Export,Czech Republic,$1.09B,2024
azerbaijan,Export,Croatia,$873.44M,2024
azerbaijan,Export,Germany,$776.98M,2024
azerbaijan,Export,India,$734.42M,2024
azerbaijan,Export,Israel,$733.53M,2024
azerbaijan,Export,Bulgaria,$683.05M,2024
azerbaijan,Export,Georgia,$675.19M,2024
bahrain,Export,Saudi Arabia,$2.91B,2023
bahrain,Export,United Arab Emirates,$1.77B,2023
bahrain,Export,United States,$1.04B,2023
bahrain,Export,Netherlands,$539.84M,2023
bahrain,Export,Egypt,$458.00M,2023
bahrain,Export,India,$387.85M,2023
bahrain,Export,Oman,$380.28M,2023
bahrain,Export,Turkey,$369.37M,2023
bahrain,Export,Kuwait,$314.92M,2023
bahrain,Export,Algeria,$298.49M,2023
bangladesh,Export,United States,$6.14B,2015
bangladesh,Export,Germany,$4.67B,2015
bangladesh,Export,United Kingdom,$3.50B,2015
bangladesh,Export,Spain,$1.85B,2015
bangladesh,Export,France,$1.76B,2015
bangladesh,Export,Italy,$1.35B,2015
bangladesh,Export,Canada,$1.06B,2015
bangladesh,Export,Japan,$957.37M,2015
bangladesh,Export,Belgium,$904.45M,2015
bangladesh,Export,Netherlands,$817.50M,2015
bhutan,Export,India,$497.72M,2012
bhutan,Export,Bangladesh,$21.91M,2012
bhutan,Export,Italy,$2.34M,2012
bhutan,Export,Japan,$2.13M,2012
bhutan,Export,Nepal,$2.01M,2012
bhutan,Export,Hong Kong,$1.48M,2012
bhutan,Export,Netherlands,$1.31M,2012
bhutan,Export,Germany,$566.54K,2012
bhutan,Export,Singapore,$381.60K,2012
bhutan,Export,Bulgaria,$313.52K,2012
brunei,Export,Australia,$2.43B,2023
brunei,Export,Singapore,$1.92B,2023
brunei,Export,China,$1.88B,2023
brunei,Export,Japan,$1.56B,2023
brunei,Export,Malaysia,$768.11M,2023
brunei,Export,Thailand,$549.08M,2023
brunei,Export,Indonesia,$330.90M,2023
brunei,Export,South Korea,$301.28M,2023
brunei,Export,Brazil,$262.25M,2023
brunei,Export,Philippines,$258.24M,2023
cambodia,Export,United States,$8.90B,2023
cambodia,Export,Vietnam,$1.55B,2023
cambodia,Export,China,$1.48B,2023
cambodia,Export,Japan,$1.18B,2023
cambodia,Export,Canada,$869.54M,2023
cambodia,Export,Germany,$815.52M,2023
cambodia,Export,United Kingdom,$796.39M,2023
cambodia,Export,Spain,$713.47M,2023
cambodia,Export,Singapore,$621.45M,2023
cambodia,Export,Thailand,$566.92M,2023
east-timor,Export,China,$76.21M,2023
east-timor,Export,Singapore,$31.24M,2023
east-timor,Export,Australia,$27.56M,2023
east-timor,Export,Indonesia,$11.76M,2023
east-timor,Export,Japan,$4.84M,2023
east-timor,Export,United States,$2.62M,2023
east-timor,Export,Philippines,$2.06M,2023
east-timor,Export,Portugal,$1.84M,2023
east-timor,Export,Sri Lanka,$1.50M,2023
east-timor,Export,South Korea,$486.26K,2023
georgia,Export,Kyrgyzstan,$1.29B,2024
georgia,Export,Kazakhstan,$859.95M,2024
georgia,Export,Azerbaijan,$724.53M,2024
georgia,Export,Russia,$681.46M,2024
georgia,Export,Armenia,$617.53M,2024
georgia,Export,Turkey,$458.38M,2024
georgia,Export,China,$303.13M,2024
georgia,Export,Uzbekistan,$146.92M,2024
georgia,Export,United States,$141.06M,2024
georgia,Export,Bulgaria,$124.31M,2024
hong-kong,Export,China,$329.90B,2023
hong-kong,Export,United States,$34.84B,2023
hong-kong,Export,India,$21.69B,2023
hong-kong,Export,United Arab Emirates,$15.56B,2023
hong-kong,Export,Vietnam,$14.43B,2023
hong-kong,Export,Japan,$10.78B,2023
hong-kong,Export,Thailand,$10.34B,2023
hong-kong,Export,Netherlands,$9.90B,2023
hong-kong,Export,Macau,$9.65B,2023
hong-kong,Export,South Korea,$9.54B,2023
iran,Export,China,$22.43B,2022
iran,Export,Iraq,$7.34B,2022
iran,Export,United Arab Emirates,$6.01B,2022
iran,Export,Turkey,$5.78B,2022
iran,Export,India,$1.89B,2022
iran,Export,Afghanistan,$1.65B,2022
iran,Export,Pakistan,$1.36B,2022
iran,Export,Oman,$1.13B,2022
iran,Export,Indonesia,$936.50M,2022
iran,Export,Thailand,$752.05M,2022
iraq,Export,Singapore,$79.29M,2016
iraq,Export,United Arab Emirates,$5.24M,2016
iraq,Export,Italy,$3.52M,2016
iraq,Export,Lebanon,$1.41M,2016
iraq,Export,Iran,$333.53K,2016
iraq,Export,Egypt,$200K,2016
iraq,Export,Jordan,$126K,2016
iraq,Export,Sweden,$83.27K,2016
iraq,Export,Germany,$30K,2016
iraq,Export,Russia,$14K,2016
israel,Export,United States,$17.36B,2024
israel,Export,Ireland,$3.26B,2024
israel,Export,China,$2.86B,2024
israel,Export,Netherlands,$2.75B,2024
israel,Export,Germany,$2.37B,2024
israel,Export,India,$2.32B,2024
israel,Export,Hong Kong,$2.01B,2024
israel,Export,United Kingdom,$1.57B,2024
israel,Export,Belgium,$1.51B,2024
israel,Export,France,$1.43B,2024
jordan,Export,United States,$2.88B,2023
jordan,Export,India,$1.73B,2023
jordan,Export,Saudi Arabia,$1.45B,2023
jordan,Export,Iraq,$945.67M,2023
jordan,Export,United Arab Emirates,$544.10M,2023
jordan,Export,China,$358.53M,2023
jordan,Export,Palestine,$337.85M,2023
jordan,Export,Egypt,$225.40M,2023
jordan,Export,Indonesia,$190.72M,2023
jordan,Export,Kuwait,$187.12M,2023
kazakhstan,Export,Italy,$14.84B,2023
kazakhstan,Export,China,$14.76B,2023
kazakhstan,Export,Russia,$9.79B,2023
kazakhstan,Export,Netherlands,$4.06B,2023
kazakhstan,Export,Turkey,$3.97B,2023
kazakhstan,Export,South Korea,$3.81B,2023
kazakhstan,Export,Uzbekistan,$3.14B,2023
kazakhstan,Export,France,$2.95B,2023
kazakhstan,Export,Romania,$2.77B,2023
kazakhstan,Export,Greece,$2.22B,2023
kuwait,Export,United Arab Emirates,$1.30B,2023
kuwait,Export,India,$1.06B,2023
kuwait,Export,Saudi Arabia,$705.44M,2023
kuwait,Export,China,$590.90M,2023
kuwait,Export,Iraq,$384.34M,2023
kuwait,Export,Pakistan,$341.56M,2023
kuwait,Export,Qatar,$241.30M,2023
kuwait,Export,Egypt,$120.06M,2023
kuwait,Export,Jordan,$108.36M,2023
kuwait,Export,Oman,$98.20M,2023
kyrgyzstan,Export,Switzerland,$1.09B,2023
kyrgyzstan,Export,Russia,$746.37M,2023
kyrgyzstan,Export,Kazakhstan,$455.59M,2023
kyrgyzstan,Export,Uzbekistan,$290.68M,2023
kyrgyzstan,Export,United Arab Emirates,$189.21M,2023
kyrgyzstan,Export,Turkey,$148.36M,2023
kyrgyzstan,Export,Hong Kong,$117.41M,2023
kyrgyzstan,Export,China,$80.45M,2023
kyrgyzstan,Export,Belarus,$27.18M,2023
kyrgyzstan,Export,Iran,$25.43M,2023
laos,Export,Thailand,$2.31B,2021
laos,Export,China,$2.25B,2021
laos,Export,Vietnam,$1.25B,2021
laos,Export,Australia,$348.46M,2021
laos,Export,Cambodia,$129.43M,2021
laos,Export,Switzerland,$115.94M,2021
laos,Export,Singapore,$91.96M,2021
laos,Export,Hong Kong,$88.31M,2021
laos,Export,Japan,$82.88M,2021
laos,Export,Germany,$77.84M,2021
lebanon,Export,United Arab Emirates,$1.01B,2023
lebanon,Export,Turkey,$361.39M,2023
lebanon,Export,Iraq,$236.30M,2023
lebanon,Export,Egypt,$228.01M,2023
lebanon,Export,United States,$212.32M,2023
lebanon,Export,Switzerland,$149.35M,2023
lebanon,Export,France,$128.55M,2023
lebanon,Export,Syria,$126.09M,2023
lebanon,Export,Cyprus,$111.59M,2023
lebanon,Export,Qatar,$111.36M,2023
macao,Export,Hong Kong,$1.10B,2021
macao,Export,China,$180.35M,2021
macao,Export,United States,$69.47M,2021
macao,Export,Vietnam,$14.20M,2021
macao,Export,Singapore,$7.12M,2021
macao,Export,Canada,$1.79M,2021
macao,Export,Germany,$1.58M,2021
macao,Export,Philippines,$1.44M,2021
macao,Export,Thailand,$1.18M,2021
macao,Export,Japan,$1.13M,2021
malaysia,Export,Singapore,$50.45B,2024
malaysia,Export,United States,$43.43B,2024
malaysia,Export,China,$41.01B,2024
malaysia,Export,Hong Kong,$19.41B,2024
malaysia,Export,Japan,$18.05B,2024
malaysia,Export,Thailand,$12.89B,2024
malaysia,Export,Indonesia,$11.89B,2024
malaysia,Export,South Korea,$11.79B,2024
malaysia,Export,Vietnam,$11.77B,2024
malaysia,Export,India,$11.39B,2024
maldives,Export,Thailand,$87.36M,2023
maldives,Export,United Kingdom,$22.27M,2023
maldives,Export,Germany,$12.70M,2023
maldives,Export,France,$5.55M,2023
maldives,Export,India,$5.11M,2023
maldives,Export,Bangladesh,$3.29M,2023
maldives,Export,Italy,$3.00M,2023
maldives,Export,Vietnam,$2.97M,2023
maldives,Export,Japan,$2.23M,2023
maldives,Export,United States,$2.09M,2023
mongolia,Export,China,$7.63B,2021
mongolia,Export,Switzerland,$869.74M,2021
mongolia,Export,Singapore,$254.09M,2021
mongolia,Export,South Korea,$223.30M,2021
mongolia,Export,Russia,$112.78M,2021
mongolia,Export,Italy,$35.56M,2021
mongolia,Export,United States,$31.03M,2021
mongolia,Export,Japan,$17.73M,2021
mongolia,Export,Germany,$12.19M,2021
mongolia,Export,United Kingdom,$10.14M,2021
myanmar,Export,Thailand,$3.58B,2023
myanmar,Export,China,$3.43B,2023
myanmar,Export,Japan,$1.20B,2023
myanmar,Export,India,$839.43M,2023
myanmar,Export,United States,$587.58M,2023
myanmar,Export,Germany,$519.10M,2023
myanmar,Export,Poland,$467.53M,2023
myanmar,Export,Spain,$440.64M,2023
myanmar,Export,South Korea,$404.39M,2023
myanmar,Export,United Kingdom,$346.37M,2023
nepal,Export,India,$935.41M,2022
nepal,Export,United States,$147.20M,2022
nepal,Export,Germany,$32.65M,2022
nepal,Export,Turkey,$26.14M,2022
nepal,Export,United Kingdom,$23.79M,2022
nepal,Export,France,$13.26M,2022
nepal,Export,Australia,$10.81M,2022
nepal,Export,Japan,$10.38M,2022
nepal,Export,Canada,$10.18M,2022
nepal,Export,Italy,$9.89M,2022
oman,Export,United Arab Emirates,$3.76B,2023
oman,Export,Saudi Arabia,$2.94B,2023
oman,Export,India,$2.21B,2023
oman,Export,South Africa,$1.44B,2023
oman,Export,United States,$1.34B,2023
oman,Export,Egypt,$1.02B,2023
oman,Export,Qatar,$740.36M,2023
oman,Export,China,$597.24M,2023
oman,Export,Iran,$553.70M,2023
oman,Export,Singapore,$466.90M,2023
palestine,Export,Israel,$1.28B,2023
palestine,Export,Jordan,$105.17M,2023
palestine,Export,United Arab Emirates,$24.16M,2023
palestine,Export,Turkey,$22.33M,2023
palestine,Export,United States,$20.84M,2023
palestine,Export,Saudi Arabia,$9.91M,2023
palestine,Export,United Kingdom,$8.45M,2023
palestine,Export,Kuwait,$6.98M,2023
palestine,Export,Germany,$4.55M,2023
palestine,Export,Qatar,$4.36M,2023
pakistan,Export,United States,$5.01B,2023
pakistan,Export,China,$2.74B,2023
pakistan,Export,United Kingdom,$1.98B,2023
pakistan,Export,Germany,$1.52B,2023
pakistan,Export,Netherlands,$1.44B,2023
pakistan,Export,Spain,$1.42B,2023
pakistan,Export,United Arab Emirates,$1.40B,2023
pakistan,Export,Italy,$1.15B,2023
pakistan,Export,Afghanistan,$969.04M,2023
pakistan,Export,Bangladesh,$690.47M,2023
philippines,Export,United States,$11.43B,2023
philippines,Export,China,$10.65B,2023
philippines,Export,Japan,$10.43B,2023
philippines,Export,Hong Kong,$8.77B,2023
philippines,Export,Singapore,$3.52B,2023
philippines,Export,South Korea,$3.48B,2023
philippines,Export,Netherlands,$3.09B,2023
philippines,Export,Thailand,$2.93B,2023
philippines,Export,Germany,$2.48B,2023
philippines,Export,Malaysia,$2.18B,2023
qatar,Export,China,$19.28B,2023
qatar,Export,South Korea,$12.32B,2023
qatar,Export,India,$11.76B,2023
qatar,Export,Japan,$7.81B,2023
qatar,Export,Singapore,$7.08B,2023
qatar,Export,United Arab Emirates,$4.24B,2023
qatar,Export,Italy,$3.43B,2023
qatar,Export,Pakistan,$3.35B,2023
qatar,Export,Belgium,$2.52B,2023
qatar,Export,Thailand,$2.48B,2023
united-arab-emirates,Export,Saudi Arabia,$29.46B,2023
united-arab-emirates,Export,India,$25.02B,2023
united-arab-emirates,Export,Iraq,$22.70B,2023
united-arab-emirates,Export,Turkey,$18.72B,2023
united-arab-emirates,Export,Hong Kong,$14.37B,2023
united-arab-emirates,Export,United States,$13.54B,2023
united-arab-emirates,Export,Switzerland,$11.09B,2023
united-arab-emirates,Export,Oman,$10.91B,2023
united-arab-emirates,Export,Kuwait,$9.90B,2023
united-arab-emirates,Export,China,$9.29B,2023
uzbekistan,Export,Russia,$4.47B,2024
uzbekistan,Export,China,$1.85B,2024
uzbekistan,Export,Kazakhstan,$1.84B,2024
uzbekistan,Export,Turkey,$1.58B,2024
uzbekistan,Export,Afghanistan,$1.40B,2024
uzbekistan,Export,Kyrgyzstan,$740.74M,2024
uzbekistan,Export,Tajikistan,$540.08M,2024
uzbekistan,Export,Pakistan,$408.24M,2024
uzbekistan,Export,Azerbaijan,$270.02M,2024
uzbekistan,Export,United Arab Emirates,$250.54M,2024
vietnam,Export,United States,$109.46B,2022
vietnam,Export,China,$57.68B,2022
vietnam,Export,South Korea,$24.26B,2022
vietnam,Export,Japan,$24.23B,2022
vietnam,Export,Hong Kong,$10.94B,2022
vietnam,Export,Netherlands,$10.43B,2022
vietnam,Export,Germany,$8.97B,2022
vietnam,Export,India,$7.96B,2022
vietnam,Export,Thailand,$7.35B,2022
vietnam,Export,Canada,$6.33B,2022
yemen,Export,Egypt,$11.79M,2019
yemen,Export,Turkey,$6.66M,2019
yemen,Export,Oman,$2.50M,2019
yemen,Export,Sudan,$2.22M,2019
yemen,Export,Eritrea,$208.29K,2019
yemen,Export,Indonesia,$163.09K,2019
yemen,Export,China,$111.98K,2019
yemen,Export,Argentina,$69.83K,2019
yemen,Export,Japan,$13.51K,2019
yemen,Export,South Korea,$13.43K,2019
fiji,Export,United States,$212.43M,2023
fiji,Export,Australia,$103.85M,2023
fiji,Export,Tonga,$73.15M,2023
fiji,Export,New Zealand,$56.09M,2023
fiji,Export,Vanuatu,$43.72M,2023
fiji,Export,Samoa,$40.91M,2023
fiji,Export,China,$32.58M,2023
fiji,Export,Netherlands,$25.24M,2023
fiji,Export,Kiribati,$24.54M,2023
fiji,Export,United Kingdom,$21.97M,2023
kiribati,Export,New Caledonia,$2.44M,2021
kiribati,Export,Malaysia,$1.69M,2021
kiribati,Export,Japan,$1.69M,2021
kiribati,Export,Fiji,$1.15M,2021
kiribati,Export,United States,$920.01K,2021
kiribati,Export,Belize,$256.14K,2021
kiribati,Export,New Zealand,$98.99K,2021
kiribati,Export,South Korea,$25.42K,2021
kiribati,Export,Vanuatu,$21.75K,2021
kiribati,Export,Solomon Islands,$11.24K,2021
new-caledonia,Export,China,$442.57M,2015
new-caledonia,Export,Japan,$197.59M,2015
new-caledonia,Export,South Korea,$187.31M,2015
new-caledonia,Export,Belgium,$51.91M,2015
new-caledonia,Export,India,$50.49M,2015
new-caledonia,Export,United States,$41.72M,2015
new-caledonia,Export,Spain,$40.44M,2015
new-caledonia,Export,France,$33.42M,2015
new-caledonia,Export,Hong Kong,$32.19M,2015
new-caledonia,Export,Australia,$12.67M,2015
new-zealand,Export,China,$10.80B,2024
new-zealand,Export,United States,$5.45B,2024
new-zealand,Export,Australia,$5.36B,2024
new-zealand,Export,Japan,$2.32B,2024
new-zealand,Export,South Korea,$1.29B,2024
new-zealand,Export,Singapore,$1.06B,2024
new-zealand,Export,United Kingdom,$1.05B,2024
new-zealand,Export,Indonesia,$977.77M,2024
new-zealand,Export,Malaysia,$899.25M,2024
new-zealand,Export,Thailand,$766.96M,2024
papua-new-guinea,Export,Japan,$2.18B,2021
papua-new-guinea,Export,China,$1.75B,2021
papua-new-guinea,Export,Australia,$1.67B,2021
papua-new-guinea,Export,Singapore,$638.25M,2021
papua-new-guinea,Export,North Korea,$385.16M,2021
papua-new-guinea,Export,Netherlands,$302.46M,2021
papua-new-guinea,Export,Malaysia,$276.84M,2021
papua-new-guinea,Export,Philippines,$248.63M,2021
papua-new-guinea,Export,Hong Kong,$211.28M,2021
papua-new-guinea,Export,Germany,$196.16M,2021
samoa,Export,New Zealand,$8.98M,2023
samoa,Export,Australia,$5.56M,2023
samoa,Export,United States,$5.17M,2023
samoa,Export,Singapore,$2.35M,2023
samoa,Export,Fiji,$1.59M,2023
samoa,Export,China,$1.16M,2023
samoa,Export,United Kingdom,$682.10K,2023
samoa,Export,Japan,$446.34K,2023
samoa,Export,South Korea,$243.7K,2023
samoa,Export,Bangladesh,$165.84K,2023
solomon-islands,Export,China,$380.35M,2018
solomon-islands,Export,Italy,$41.10M,2018
solomon-islands,Export,India,$28.94M,2018
solomon-islands,Export,Switzerland,$13.87M,2018
solomon-islands,Export,Thailand,$11.96M,2018
solomon-islands,Export,Netherlands,$10.91M,2018
solomon-islands,Export,Philippines,$10.70M,2018
solomon-islands,Export,Malaysia,$8.77M,2018
solomon-islands,Export,Hong Kong,$8.07M,2018
solomon-islands,Export,United Kingdom,$6.05M,2018
tonga,Export,New Zealand,$4.38M,2014
tonga,Export,Hong Kong,$3.35M,2014
tonga,Export,United States,$2.48M,2014
tonga,Export,Japan,$2.05M,2014
tonga,Export,Australia,$1.66M,2014
tonga,Export,Samoa,$479.55K,2014
tonga,Export,Philippines,$319.31K,2014
tonga,Export,South Korea,$314.40K,2014
tonga,Export,Fiji,$211.31K,2014
tonga,Export,Vanuatu,$172.74K,2014
vanuatu,Export,Malaysia,$12.99M,2011
vanuatu,Export,Philippines,$11.46M,2011
vanuatu,Export,New Zealand,$7.25M,2011
vanuatu,Export,Australia,$7.18M,2011
vanuatu,Export,Fiji,$5.14M,2011
vanuatu,Export,New Caledonia,$3.62M,2011
vanuatu,Export,Japan,$3.35M,2011
vanuatu,Export,Papua New Guinea,$3.24M,2011
vanuatu,Export,United States,$1.57M,2011
vanuatu,Export,Solomon Islands,$998.56K,2011
united-states,Import,Mexico,$509.96B,2024
united-states,Import,China,$462.62B,2024
united-states,Import,Canada,$421.21B,2024
united-states,Import,Germany,$163.39B,2024
united-states,Import,Japan,$152.07B,2024
united-states,Import,Vietnam,$142.48B,2024
united-states,Import,South Korea,$135.46B,2024
united-states,Import,Ireland,$103.76B,2024
united-states,Import,India,$91.23B,2024
united-states,Import,Italy,$78.42B,2024
china,Import,United States,$165.16B,2023
china,Import,South Korea,$161.74B,2023
china,Import,Japan,$160.48B,2023
china,Import,Australia,$155.64B,2023
china,Import,Russia,$129.21B,2023
china,Import,Brazil,$122.49B,2023
china,Import,Germany,$106.21B,2023
china,Import,China,$104.30B,2023
china,Import,Malaysia,$102.91B,2023
china,Import,Vietnam,$92.14B,2023
japan,Import,China,$167.12B,2024
japan,Import,United States,$84.95B,2024
japan,Import,Australia,$52.85B,2024
japan,Import,United Arab Emirates,$36.84B,2024
japan,Import,South Korea,$31.43B,2024
japan,Import,Saudi Arabia,$29.83B,2024
japan,Import,Vietnam,$26.75B,2024
japan,Import,Thailand,$24.71B,2024
japan,Import,Indonesia,$23.15B,2024
japan,Import,Germany,$21.28B,2024
germany,Import,China,$120.01B,2024
germany,Import,Netherlands,$64.98B,2024
germany,Import,United States,$64.78B,2024
germany,Import,Poland,$55.56B,2024
germany,Import,Italy,$48.58B,2024
germany,Import,France,$47.62B,2024
germany,Import,Czech Republic,$42.94B,2024
germany,Import,Switzerland,$38.77B,2024
germany,Import,Austria,$35.36B,2024
germany,Import,Belgium,$32.85B,2024
united-kingdom,Import,China,$99.22B,2024
united-kingdom,Import,United States,$92.69B,2024
united-kingdom,Import,Germany,$76.80B,2024
united-kingdom,Import,France,$39.11B,2024
united-kingdom,Import,Italy,$32.09B,2024
united-kingdom,Import,Norway,$29.39B,2024
united-kingdom,Import,Spain,$26.89B,2024
united-kingdom,Import,Netherlands,$26.38B,2024
united-kingdom,Import,Canada,$24.87B,2024
united-kingdom,Import,Ireland,$20.29B,2024
france,Import,Germany,$120.35B,2023
france,Import,Belgium,$88.75B,2023
france,Import,Netherlands,$68.78B,2023
france,Import,Spain,$62.86B,2023
france,Import,Italy,$61.90B,2023
france,Import,China,$44.86B,2023
france,Import,United States,$43.55B,2023
france,Import,United Kingdom,$25.81B,2023
france,Import,Switzerland,$18.68B,2023
france,Import,Poland,$18.60B,2023
india,Import,China,$121.97B,2023
india,Import,Russia,$67.07B,2023
india,Import,United States,$42.12B,2023
india,Import,United Arab Emirates,$37.54B,2023
india,Import,Saudi Arabia,$34.64B,2023
india,Import,Iraq,$29.84B,2023
india,Import,Indonesia,$24.03B,2023
india,Import,South Korea,$19.64B,2023
india,Import,Japan,$18.75B,2023
india,Import,Switzerland,$18.60B,2023
italy,Import,Germany,$91.95B,2024
italy,Import,China,$53.66B,2024
italy,Import,France,$49.54B,2024
italy,Import,Netherlands,$39.40B,2024
italy,Import,Spain,$36.69B,2024
italy,Import,Belgium,$28.23B,2024
italy,Import,United States,$28.02B,2024
italy,Import,Poland,$17.21B,2024
italy,Import,Switzerland,$17.04B,2024
italy,Import,Austria,$13.60B,2024
brazil,Import,China,$69.19B,2024
brazil,Import,United States,$43.17B,2024
brazil,Import,Germany,$14.14B,2024
brazil,Import,Argentina,$14.08B,2024
brazil,Import,Russia,$12.21B,2024
brazil,Import,India,$7.25B,2024
brazil,Import,Italy,$6.58B,2024
brazil,Import,France,$6.31B,2024
brazil,Import,Mexico,$6.00B,2024
brazil,Import,Japan,$5.67B,2024
canada,Import,United States,$277.04B,2023
canada,Import,China,$66.08B,2023
canada,Import,Mexico,$34.13B,2023
canada,Import,Germany,$18.50B,2023
canada,Import,Japan,$15.30B,2023
canada,Import,South Korea,$10.21B,2023
canada,Import,Vietnam,$9.82B,2023
canada,Import,Italy,$9.54B,2023
canada,Import,United Kingdom,$6.95B,2023
canada,Import,Brazil,$6.80B,2023
south-korea,Import,China,$142.82B,2023
south-korea,Import,United States,$71.55B,2023
south-korea,Import,Japan,$47.65B,2023
south-korea,Import,Australia,$32.80B,2023
south-korea,Import,Saudi Arabia,$32.74B,2023
south-korea,Import,Vietnam,$25.94B,2023
south-korea,Import,Germany,$23.60B,2023
south-korea,Import,United Arab Emirates,$16.42B,2023
south-korea,Import,Malaysia,$15.24B,2023
south-korea,Import,Qatar,$15.00B,2023
russia,Import,China,$72.69B,2021
russia,Import,Germany,$27.35B,2021
russia,Import,United States,$17.27B,2021
russia,Import,Belarus,$15.64B,2021
russia,Import,South Korea,$12.99B,2021
russia,Import,France,$12.21B,2021
russia,Import,Italy,$12.03B,2021
russia,Import,Japan,$9.13B,2021
russia,Import,Kazakhstan,$7.13B,2021
russia,Import,Turkey,$6.51B,2021
spain,Import,Germany,$49.57B,2023
spain,Import,China,$47.56B,2023
spain,Import,France,$41.26B,2023
spain,Import,United States,$30.50B,2023
spain,Import,Italy,$29.73B,2023
spain,Import,Netherlands,$21.03B,2023
spain,Import,Portugal,$17.17B,2023
spain,Import,United Kingdom,$11.58B,2023
spain,Import,Belgium,$10.57B,2023
spain,Import,Turkey,$9.85B,2023
australia,Import,China,$75.70B,2024
australia,Import,United States,$34.72B,2024
australia,Import,Japan,$17.38B,2024
australia,Import,South Korea,$16.51B,2024
australia,Import,Thailand,$13.50B,2024
australia,Import,Germany,$12.56B,2024
australia,Import,Malaysia,$11.86B,2024
australia,Import,Singapore,$10.17B,2024
australia,Import,Vietnam,$7.87B,2024
australia,Import,India,$7.83B,2024
mexico,Import,United States,$265.42B,2022
mexico,Import,China,$118.69B,2022
mexico,Import,South Korea,$22.43B,2022
mexico,Import,Germany,$18.45B,2022
mexico,Import,Japan,$18.29B,2022
mexico,Import,Malaysia,$14.56B,2022
mexico,Import,Canada,$13.17B,2022
mexico,Import,Brazil,$11.97B,2022
mexico,Import,Vietnam,$10.32B,2022
mexico,Import,Thailand,$7.96B,2022
indonesia,Import,China,$62.88B,2023
indonesia,Import,Singapore,$18.41B,2023
indonesia,Import,Japan,$16.52B,2023
indonesia,Import,United States,$11.34B,2023
indonesia,Import,Malaysia,$10.76B,2023
indonesia,Import,South Korea,$10.53B,2023
indonesia,Import,Thailand,$10.25B,2023
indonesia,Import,Australia,$9.30B,2023
indonesia,Import,India,$6.70B,2023
indonesia,Import,Vietnam,$5.30B,2023
turkey,Import,China,$44.93B,2024
turkey,Import,Russia,$44.02B,2024
turkey,Import,Germany,$27.08B,2024
turkey,Import,Italy,$19.31B,2024
turkey,Import,United States,$16.23B,2024
turkey,Import,France,$12.50B,2024
turkey,Import,Switzerland,$11.19B,2024
turkey,Import,Spain,$9.36B,2024
turkey,Import,South Korea,$9.25B,2024
turkey,Import,United Arab Emirates,$7.36B,2024
netherlands,Import,Germany,$105.87B,2024
netherlands,Import,United States,$64.86B,2024
netherlands,Import,Belgium,$63.67B,2024
netherlands,Import,China,$55.05B,2024
netherlands,Import,United Kingdom,$29.56B,2024
netherlands,Import,France,$22.41B,2024
netherlands,Import,Italy,$16.23B,2024
netherlands,Import,Norway,$15.49B,2024
netherlands,Import,Ireland,$15.12B,2024
netherlands,Import,Poland,$14.65B,2024
switzerland,Import,Germany,$67.81B,2024
switzerland,Import,Italy,$30.35B,2024
switzerland,Import,United States,$29.31B,2024
switzerland,Import,France,$20.95B,2024
